date,close
,
2023-04-24,1.3980000019073486
2023-04-25,1.378999948501587
2023-04-26,1.3259999752044678
2023-04-27,1.3229999542236328
2023-04-28,1.36899995803833
2023-05-04,1.319000005722046
2023-05-05,1.2940000295639038
2023-05-08,1.3020000457763672
2023-05-09,1.2610000371932983
2023-05-10,1.2369999885559082
2023-05-11,1.2489999532699585
2023-05-12,1.2380000352859497
2023-05-15,1.2419999837875366
2023-05-16,1.2480000257492065
2023-05-17,1.2569999694824219
2023-05-18,1.274999976158142
2023-05-19,1.2960000038146973
2023-05-22,1.2769999504089355
2023-05-23,1.2480000257492065
2023-05-24,1.2480000257492065
2023-05-25,1.2699999809265137
2023-05-26,1.3049999475479126
2023-05-29,1.3270000219345093
2023-05-30,1.340999960899353
2023-05-31,1.3609999418258667
2023-06-01,1.3359999656677246
2023-06-02,1.3250000476837158
2023-06-05,1.3300000429153442
2023-06-06,1.2899999618530273
2023-06-07,1.284999966621399
2023-06-08,1.2519999742507935
2023-06-09,1.2730000019073486
2023-06-12,1.2680000066757202
2023-06-13,1.315999984741211
2023-06-14,1.319000005722046
2023-06-15,1.2979999780654907
2023-06-16,1.3070000410079956
2023-06-19,1.3140000104904175
2023-06-20,1.3070000410079956
2023-06-21,1.24399995803833
2023-06-26,1.225000023841858
2023-06-27,1.2139999866485596
2023-06-28,1.2200000286102295
2023-06-29,1.2120000123977661
2023-06-30,1.218000054359436
2023-07-03,1.2300000190734863
2023-07-04,1.2660000324249268
2023-07-05,1.2380000352859497
2023-07-06,1.2380000352859497
2023-07-07,1.2280000448226929
2023-07-10,1.218999981880188
2023-07-11,1.2489999532699585
2023-07-12,1.2120000123977661
2023-07-13,1.2339999675750732
2023-07-14,1.2339999675750732
2023-07-17,1.215999960899353
2023-07-18,1.2120000123977661
2023-07-19,1.1970000267028809
2023-07-20,1.1749999523162842
2023-07-21,1.1629999876022339
2023-07-24,1.1549999713897705
2023-07-25,1.1699999570846558
2023-07-26,1.1699999570846558
2023-07-27,1.1490000486373901
2023-07-28,1.1540000438690186
2023-07-31,1.1640000343322754
2023-08-01,1.1629999876022339
2023-08-02,1.1670000553131104
2023-08-03,1.1710000038146973
2023-08-04,1.1740000247955322
2023-08-07,1.1679999828338623
2023-08-08,1.1629999876022339
2023-08-09,1.1480000019073486
2023-08-10,1.1510000228881836
2023-08-11,1.1260000467300415
2023-08-14,1.1150000095367432
2023-08-15,1.0920000076293945
2023-08-16,1.0720000267028809
2023-08-17,1.0820000171661377
2023-08-18,1.0770000219345093
2023-08-21,1.0640000104904175
2023-08-22,1.0829999446868896
2023-08-23,1.055999994277954
2023-08-24,1.0670000314712524
2023-08-25,1.0379999876022339
2023-08-28,1.0460000038146973
2023-08-29,1.093999981880188
2023-08-30,1.1319999694824219
2023-08-31,1.1460000276565552
2023-09-01,1.1399999856948853
2023-09-04,1.1480000019073486
2023-09-05,1.1369999647140503
2023-09-06,1.1690000295639038
2023-09-07,1.1130000352859497
2023-09-08,1.1269999742507935
2023-09-11,1.1260000467300415
2023-09-12,1.1109999418258667
2023-09-13,1.100000023841858
2023-09-14,1.0820000171661377
2023-09-15,1.0950000286102295
2023-09-18,1.0750000476837158
2023-09-19,1.065999984741211
2023-09-20,1.0540000200271606
2023-09-21,1.0470000505447388
2023-09-22,1.0800000429153442
2023-09-25,1.065999984741211
2023-09-26,1.0549999475479126
2023-09-27,1.0540000200271606
2023-09-28,1.0729999542236328
2023-10-09,1.0709999799728394
2023-10-10,1.0759999752044678
2023-10-11,1.0959999561309814
2023-10-12,1.1059999465942383
2023-10-13,1.0989999771118164
2023-10-16,1.069000005722046
2023-10-17,1.0829999446868896
2023-10-18,1.0720000267028809
2023-10-19,1.0859999656677246
2023-10-20,1.0670000314712524
2023-10-23,1.0329999923706055
2023-10-24,1.055999994277954
2023-10-25,1.0570000410079956
2023-10-26,1.059999942779541
2023-10-27,1.0770000219345093
2023-10-30,1.1089999675750732
2023-10-31,1.1109999418258667
2023-11-01,1.1100000143051147
2023-11-02,1.090999960899353
2023-11-03,1.1230000257492065
2023-11-06,1.1390000581741333
2023-11-07,1.1469999551773071
2023-11-08,1.1640000343322754
2023-11-09,1.1449999809265137
2023-11-10,1.1469999551773071
2023-11-13,1.156000018119812
2023-11-14,1.1790000200271606
2023-11-15,1.1710000038146973
2023-11-16,1.149999976158142
